Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Maria,287,Maria,287,Maria,287,Région linguistique romanche
Anna,234,Anna,234,Anna,234,Région linguistique romanche
Claudia,142,Claudia,142,Claudia,142,Région linguistique romanche
Rita,117,Rita,117,Rita,117,Région linguistique romanche
Anita,99,Anita,99,Anita,99,Région linguistique romanche
Silvia,95,Silvia,95,Silvia,95,Région linguistique romanche
Elisabeth,78,Elisabeth,78,Elisabeth,78,Région linguistique romanche
Daniela,75,Daniela,75,Daniela,75,Région linguistique romanche
Martina,72,Martina,72,Martina,72,Région linguistique romanche
Sandra,72,Sandra,72,Sandra,72,Région linguistique romanche
Ursula,72,Ursula,72,Ursula,72,Région linguistique romanche
Andrea,68,Andrea,68,Andrea,68,Région linguistique romanche
Monika,63,Monika,63,Monika,63,Région linguistique romanche
Seraina,61,Seraina,61,Seraina,61,Région linguistique romanche
Manuela,60,Manuela,60,Manuela,60,Région linguistique romanche
Ursina,58,Ursina,58,Ursina,58,Région linguistique romanche
Ladina,56,Ladina,56,Ladina,56,Région linguistique romanche
Flurina,55,Flurina,55,Flurina,55,Région linguistique romanche
Laura,53,Laura,53,Laura,53,Région linguistique romanche
Barbara,52,Barbara,52,Barbara,52,Région linguistique romanche
Petra,51,Petra,51,Petra,51,Région linguistique romanche
Selina,51,Selina,51,Selina,51,Région linguistique romanche
Corina,50,Corina,50,Corina,50,Région linguistique romanche
Nicole,50,Nicole,50,Nicole,50,Région linguistique romanche
Lea,48,Lea,48,Lea,48,Région linguistique romanche
Karin,47,Karin,47,Karin,47,Région linguistique romanche
Mengia,46,Mengia,46,Mengia,46,Région linguistique romanche
Pia,46,Pia,46,Pia,46,Région linguistique romanche
Beatrice,45,Beatrice,45,Beatrice,45,Région linguistique romanche
Carla,45,Carla,45,Carla,45,Région linguistique romanche
Sonja,45,Sonja,45,Sonja,45,Région linguistique romanche
Julia,42,Julia,42,Julia,42,Région linguistique romanche
Madlaina,42,Madlaina,42,Madlaina,42,Région linguistique romanche
Marina,42,Marina,42,Marina,42,Région linguistique romanche
Nina,42,Nina,42,Nina,42,Région linguistique romanche
Regula,42,Regula,42,Regula,42,Région linguistique romanche
Cornelia,41,Cornelia,41,Cornelia,41,Région linguistique romanche
Gabriela,41,Gabriela,41,Gabriela,41,Région linguistique romanche
Heidi,41,Heidi,41,Heidi,41,Région linguistique romanche
Jolanda,39,Jolanda,39,Jolanda,39,Région linguistique romanche
Rosa,39,Rosa,39,Rosa,39,Région linguistique romanche
Sara,39,Sara,39,Sara,39,Région linguistique romanche
Ana,38,Ana,38,Ana,38,Région linguistique romanche
Verena,38,Verena,38,Verena,38,Région linguistique romanche
Erika,37,Erika,37,Erika,37,Région linguistique romanche
Flavia,37,Flavia,37,Flavia,37,Région linguistique romanche
Lara,37,Lara,37,Lara,37,Région linguistique romanche
Ruth,36,Ruth,36,Ruth,36,Région linguistique romanche
Tina,36,Tina,36,Tina,36,Région linguistique romanche
Angela,35,Angela,35,Angela,35,Région linguistique romanche
Doris,35,Doris,35,Doris,35,Région linguistique romanche
Gianna,35,Gianna,35,Gianna,35,Région linguistique romanche
Marianne,35,Marianne,35,Marianne,35,Région linguistique romanche
Monica,35,Monica,35,Monica,35,Région linguistique romanche
Rosmarie,35,Rosmarie,35,Rosmarie,35,Région linguistique romanche
Susanne,35,Susanne,35,Susanne,35,Région linguistique romanche
Katharina,34,Katharina,34,Katharina,34,Région linguistique romanche
Yvonne,34,Yvonne,34,Yvonne,34,Région linguistique romanche
Brigitte,33,Brigitte,33,Brigitte,33,Région linguistique romanche
Anja,32,Anja,32,Anja,32,Région linguistique romanche
Brigitta,32,Brigitta,32,Brigitta,32,Région linguistique romanche
Renata,32,Renata,32,Renata,32,Région linguistique romanche
Sarah,32,Sarah,32,Sarah,32,Région linguistique romanche
Silvana,32,Silvana,32,Silvana,32,Région linguistique romanche
Lina,31,Lina,31,Lina,31,Région linguistique romanche
Livia,31,Livia,31,Livia,31,Région linguistique romanche
Patricia,31,Patricia,31,Patricia,31,Région linguistique romanche
Tamara,31,Tamara,31,Tamara,31,Région linguistique romanche
Alexandra,30,Alexandra,30,Alexandra,30,Région linguistique romanche
Bettina,30,Bettina,30,Bettina,30,Région linguistique romanche
Christina,30,Christina,30,Christina,30,Région linguistique romanche
Esther,30,Esther,30,Esther,30,Région linguistique romanche
Nadia,30,Nadia,30,Nadia,30,Région linguistique romanche
Ramona,30,Ramona,30,Ramona,30,Région linguistique romanche
Carmen,29,Carmen,29,Carmen,29,Région linguistique romanche
Christine,29,Christine,29,Christine,29,Région linguistique romanche
Ida,29,Ida,29,Ida,29,Région linguistique romanche
Lorena,29,Lorena,29,Lorena,29,Région linguistique romanche
Alina,28,Alina,28,Alina,28,Région linguistique romanche
Elena,28,Elena,28,Elena,28,Région linguistique romanche
Marianna,28,Marianna,28,Marianna,28,Région linguistique romanche
Melanie,28,Melanie,28,Melanie,28,Région linguistique romanche
Chiara,27,Chiara,27,Chiara,27,Région linguistique romanche
