Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Marco,3782,Marco,3782,Marco,3782,Région linguistique italienne
Andrea,3267,Andrea,3267,Andrea,3267,Région linguistique italienne
Luca,3235,Luca,3235,Luca,3235,Région linguistique italienne
Alessandro,2732,Alessandro,2732,Alessandro,2732,Région linguistique italienne
Francesco,2554,Francesco,2554,Francesco,2554,Région linguistique italienne
Giuseppe,2417,Giuseppe,2417,Giuseppe,2417,Région linguistique italienne
Antonio,2256,Antonio,2256,Antonio,2256,Région linguistique italienne
Roberto,2160,Roberto,2160,Roberto,2160,Région linguistique italienne
Stefano,2154,Stefano,2154,Stefano,2154,Région linguistique italienne
Davide,2087,Davide,2087,Davide,2087,Région linguistique italienne
Matteo,2063,Matteo,2063,Matteo,2063,Région linguistique italienne
Giovanni,1964,Giovanni,1964,Giovanni,1964,Région linguistique italienne
Paolo,1944,Paolo,1944,Paolo,1944,Région linguistique italienne
Fabio,1772,Fabio,1772,Fabio,1772,Région linguistique italienne
Michele,1748,Michele,1748,Michele,1748,Région linguistique italienne
Claudio,1694,Claudio,1694,Claudio,1694,Région linguistique italienne
Daniele,1686,Daniele,1686,Daniele,1686,Région linguistique italienne
Simone,1595,Simone,1595,Simone,1595,Région linguistique italienne
Mattia,1594,Mattia,1594,Mattia,1594,Région linguistique italienne
Nicola,1490,Nicola,1490,Nicola,1490,Région linguistique italienne
Lorenzo,1466,Lorenzo,1466,Lorenzo,1466,Région linguistique italienne
Mario,1430,Mario,1430,Mario,1430,Région linguistique italienne
Christian,1390,Christian,1390,Christian,1390,Région linguistique italienne
Massimo,1300,Massimo,1300,Massimo,1300,Région linguistique italienne
Gabriele,1289,Gabriele,1289,Gabriele,1289,Région linguistique italienne
Mauro,1283,Mauro,1283,Mauro,1283,Région linguistique italienne
Giorgio,1241,Giorgio,1241,Giorgio,1241,Région linguistique italienne
Leonardo,1216,Leonardo,1216,Leonardo,1216,Région linguistique italienne
Luigi,1125,Luigi,1125,Luigi,1125,Région linguistique italienne
Pietro,1119,Pietro,1119,Pietro,1119,Région linguistique italienne
Carlo,1112,Carlo,1112,Carlo,1112,Région linguistique italienne
Riccardo,1106,Riccardo,1106,Riccardo,1106,Région linguistique italienne
Franco,1100,Franco,1100,Franco,1100,Région linguistique italienne
Alberto,1022,Alberto,1022,Alberto,1022,Région linguistique italienne
Sergio,986,Sergio,986,Sergio,986,Région linguistique italienne
Bruno,983,Bruno,983,Bruno,983,Région linguistique italienne
Federico,968,Federico,968,Federico,968,Région linguistique italienne
Ivan,956,Ivan,956,Ivan,956,Région linguistique italienne
Angelo,953,Angelo,953,Angelo,953,Région linguistique italienne
Daniel,924,Daniel,924,Daniel,924,Région linguistique italienne
Diego,922,Diego,922,Diego,922,Région linguistique italienne
Maurizio,904,Maurizio,904,Maurizio,904,Région linguistique italienne
Fabrizio,883,Fabrizio,883,Fabrizio,883,Région linguistique italienne
Giacomo,841,Giacomo,841,Giacomo,841,Région linguistique italienne
Dario,815,Dario,815,Dario,815,Région linguistique italienne
Salvatore,811,Salvatore,811,Salvatore,811,Région linguistique italienne
Filippo,789,Filippo,789,Filippo,789,Région linguistique italienne
Samuele,748,Samuele,748,Samuele,748,Région linguistique italienne
Alessio,746,Alessio,746,Alessio,746,Région linguistique italienne
Patrick,743,Patrick,743,Patrick,743,Région linguistique italienne
Vincenzo,738,Vincenzo,738,Vincenzo,738,Région linguistique italienne
Enrico,737,Enrico,737,Enrico,737,Région linguistique italienne
Elia,730,Elia,730,Elia,730,Région linguistique italienne
Manuel,722,Manuel,722,Manuel,722,Région linguistique italienne
Thomas,684,Thomas,684,Thomas,684,Région linguistique italienne
Domenico,653,Domenico,653,Domenico,653,Région linguistique italienne
Renato,635,Renato,635,Renato,635,Région linguistique italienne
Alex,626,Alex,626,Alex,626,Région linguistique italienne
Flavio,626,Flavio,626,Flavio,626,Région linguistique italienne
David,621,David,621,David,621,Région linguistique italienne
Sandro,607,Sandro,607,Sandro,607,Région linguistique italienne
Gabriel,605,Gabriel,605,Gabriel,605,Région linguistique italienne
Tommaso,603,Tommaso,603,Tommaso,603,Région linguistique italienne
Enea,599,Enea,599,Enea,599,Région linguistique italienne
Luciano,580,Luciano,580,Luciano,580,Région linguistique italienne
Raffaele,579,Raffaele,579,Raffaele,579,Région linguistique italienne
Tiziano,575,Tiziano,575,Tiziano,575,Région linguistique italienne
Emanuele,569,Emanuele,569,Emanuele,569,Région linguistique italienne
Gianluca,530,Gianluca,530,Gianluca,530,Région linguistique italienne
Nicolò,516,Nicolò,516,Nicolò,516,Région linguistique italienne
Peter,504,Peter,504,Peter,504,Région linguistique italienne
Edoardo,499,Edoardo,499,Edoardo,499,Région linguistique italienne
Kevin,490,Kevin,490,Kevin,490,Région linguistique italienne
Nathan,489,Nathan,489,Nathan,489,Région linguistique italienne
Samuel,474,Samuel,474,Samuel,474,Région linguistique italienne
Gianni,463,Gianni,463,Gianni,463,Région linguistique italienne
Danilo,461,Danilo,461,Danilo,461,Région linguistique italienne
Noah,457,Noah,457,Noah,457,Région linguistique italienne
Giancarlo,450,Giancarlo,450,Giancarlo,450,Région linguistique italienne
Gian,446,Gian,446,Gian,446,Région linguistique italienne
Walter,446,Walter,446,Walter,446,Région linguistique italienne
Loris,438,Loris,438,Loris,438,Région linguistique italienne
Mirko,437,Mirko,437,Mirko,437,Région linguistique italienne
Aldo,434,Aldo,434,Aldo,434,Région linguistique italienne
Michael,432,Michael,432,Michael,432,Région linguistique italienne
Gioele,427,Gioele,427,Gioele,427,Région linguistique italienne
Adriano,424,Adriano,424,Adriano,424,Région linguistique italienne
Nicolas,417,Nicolas,417,Nicolas,417,Région linguistique italienne
Guido,416,Guido,416,Guido,416,Région linguistique italienne
Liam,414,Liam,414,Liam,414,Région linguistique italienne
Fausto,413,Fausto,413,Fausto,413,Région linguistique italienne
Silvano,412,Silvano,412,Silvano,412,Région linguistique italienne
Massimiliano,409,Massimiliano,409,Massimiliano,409,Région linguistique italienne
Alan,407,Alan,407,Alan,407,Région linguistique italienne
Moreno,395,Moreno,395,Moreno,395,Région linguistique italienne
Omar,381,Omar,381,Omar,381,Région linguistique italienne
José,376,José,376,José,376,Région linguistique italienne
Jonathan,375,Jonathan,375,Jonathan,375,Région linguistique italienne
Gianfranco,374,Gianfranco,374,Gianfranco,374,Région linguistique italienne
Giulio,373,Giulio,373,Giulio,373,Région linguistique italienne
