Rang,Nom,Total,Rank,Name,Anzahl,Posto,Nome,Totale,gdekt
1,Schmid,1159,1,Schmid,1159,1,Schmid,1159,GR
2,Müller,1114,2,Müller,1114,2,Müller,1114,GR
3,Derungs,745,3,Derungs,745,3,Derungs,745,GR
4,Hartmann,736,4,Hartmann,736,4,Hartmann,736,GR
5,Meier,686,5,Meier,686,5,Meier,686,GR
6,Caviezel,677,6,Caviezel,677,6,Caviezel,677,GR
7,Caduff,616,7,Caduff,616,7,Caduff,616,GR
8,Casanova,609,8,Casanova,609,8,Casanova,609,GR
9,Buchli,592,9,Buchli,592,9,Buchli,592,GR
10,Camenisch,589,10,Camenisch,589,10,Camenisch,589,GR
11,da Silva,580,11,da Silva,580,11,da Silva,580,GR
12,Crameri,515,12,Crameri,515,12,Crameri,515,GR
13,Jäger,459,13,Jäger,459,13,Jäger,459,GR
14,Keller,440,14,Keller,440,14,Keller,440,GR
15,Weber,423,15,Weber,423,15,Weber,423,GR
16,Arpagaus,404,16,Arpagaus,404,16,Arpagaus,404,GR
17,Maissen,399,17,Maissen,399,17,Maissen,399,GR
18,Casutt,394,18,Casutt,394,18,Casutt,394,GR
18,Giger,394,18,Giger,394,18,Giger,394,GR
20,Gartmann,392,20,Gartmann,392,20,Gartmann,392,GR
21,Schneider,389,21,Schneider,389,21,Schneider,389,GR
22,Ferreira,388,22,Ferreira,388,22,Ferreira,388,GR
23,Joos,383,23,Joos,383,23,Joos,383,GR
24,Pereira,377,24,Pereira,377,24,Pereira,377,GR
25,Conrad,365,25,Conrad,365,25,Conrad,365,GR
26,Cavegn,354,26,Cavegn,354,26,Cavegn,354,GR
27,Capaul,347,27,Capaul,347,27,Capaul,347,GR
28,Moser,334,28,Moser,334,28,Moser,334,GR
28,Willi,334,28,Willi,334,28,Willi,334,GR
30,Giovanoli,333,30,Giovanoli,333,30,Giovanoli,333,GR
31,Caminada,327,31,Caminada,327,31,Caminada,327,GR
32,Bühler,320,32,Bühler,320,32,Bühler,320,GR
33,Steiner,316,33,Steiner,316,33,Steiner,316,GR
34,Zimmermann,314,34,Zimmermann,314,34,Zimmermann,314,GR
35,Flütsch,313,35,Flütsch,313,35,Flütsch,313,GR
36,Pfister,310,36,Pfister,310,36,Pfister,310,GR
37,Spescha,307,37,Spescha,307,37,Spescha,307,GR
38,Wolf,306,38,Wolf,306,38,Wolf,306,GR
39,Thöny,303,39,Thöny,303,39,Thöny,303,GR
40,Battaglia,302,40,Battaglia,302,40,Battaglia,302,GR
40,Riedi,302,40,Riedi,302,40,Riedi,302,GR
42,Alig,299,42,Alig,299,42,Alig,299,GR
43,Blumenthal,285,43,Blumenthal,285,43,Blumenthal,285,GR
43,Brunner,285,43,Brunner,285,43,Brunner,285,GR
43,Fischer,285,43,Fischer,285,43,Fischer,285,GR
43,Meyer,285,43,Meyer,285,43,Meyer,285,GR
47,Bundi,283,47,Bundi,283,47,Bundi,283,GR
47,Mathis,283,47,Mathis,283,47,Mathis,283,GR
49,Marugg,280,49,Marugg,280,49,Marugg,280,GR
50,Gredig,277,50,Gredig,277,50,Gredig,277,GR
51,Gruber,276,51,Gruber,276,51,Gruber,276,GR
52,Albin,275,52,Albin,275,52,Albin,275,GR
53,Huber,271,53,Huber,271,53,Huber,271,GR
54,Schlegel,269,54,Schlegel,269,54,Schlegel,269,GR
55,Berther,266,55,Berther,266,55,Berther,266,GR
56,dos Santos,263,56,dos Santos,263,56,dos Santos,263,GR
57,Costa,262,57,Costa,262,57,Costa,262,GR
58,Rodrigues,259,58,Rodrigues,259,58,Rodrigues,259,GR
59,Frei,258,59,Frei,258,59,Frei,258,GR
60,Egli,257,60,Egli,257,60,Egli,257,GR
60,Koch,257,60,Koch,257,60,Koch,257,GR
62,Sutter,255,62,Sutter,255,62,Sutter,255,GR
62,Venzin,255,62,Venzin,255,62,Venzin,255,GR
64,Fernandes,252,64,Fernandes,252,64,Fernandes,252,GR
65,Deplazes,250,65,Deplazes,250,65,Deplazes,250,GR
66,Bärtsch,249,66,Bärtsch,249,66,Bärtsch,249,GR
67,Krättli,248,67,Krättli,248,67,Krättli,248,GR
68,Coray,244,68,Coray,244,68,Coray,244,GR
69,Kessler,240,69,Kessler,240,69,Kessler,240,GR
70,Hug,238,70,Hug,238,70,Hug,238,GR
70,Schmidt,238,70,Schmidt,238,70,Schmidt,238,GR
72,Graf,237,72,Graf,237,72,Graf,237,GR
73,Cavelti,236,73,Cavelti,236,73,Cavelti,236,GR
73,Hunger,236,73,Hunger,236,73,Hunger,236,GR
75,Caluori,234,75,Caluori,234,75,Caluori,234,GR
76,Roffler,232,76,Roffler,232,76,Roffler,232,GR
76,Walser,232,76,Walser,232,76,Walser,232,GR
78,Cantieni,230,78,Cantieni,230,78,Cantieni,230,GR
79,Michel,229,79,Michel,229,79,Michel,229,GR
79,Solèr,229,79,Solèr,229,79,Solèr,229,GR
81,Mark,228,81,Mark,228,81,Mark,228,GR
82,Decurtins,227,82,Decurtins,227,82,Decurtins,227,GR
83,Kohler,226,83,Kohler,226,83,Kohler,226,GR
84,Zinsli,225,84,Zinsli,225,84,Zinsli,225,GR
85,Fausch,224,85,Fausch,224,85,Fausch,224,GR
86,Monn,220,86,Monn,220,86,Monn,220,GR
87,Sprecher,218,87,Sprecher,218,87,Sprecher,218,GR
88,Jenal,216,88,Jenal,216,88,Jenal,216,GR
89,Jörg,215,89,Jörg,215,89,Jörg,215,GR
89,Oswald,215,89,Oswald,215,89,Oswald,215,GR
91,Ambühl,213,91,Ambühl,213,91,Ambühl,213,GR
92,Lutz,211,92,Lutz,211,92,Lutz,211,GR
93,Beeli,209,93,Beeli,209,93,Beeli,209,GR
94,Deflorin,208,94,Deflorin,208,94,Deflorin,208,GR
95,Roth,207,95,Roth,207,95,Roth,207,GR
96,Wyss,206,96,Wyss,206,96,Wyss,206,GR
97,Bearth,203,97,Bearth,203,97,Bearth,203,GR
97,Caflisch,203,97,Caflisch,203,97,Caflisch,203,GR
97,Felix,203,97,Felix,203,97,Felix,203,GR
97,Tscharner,203,97,Tscharner,203,97,Tscharner,203,GR
