Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Noah,325,Noah,325,Noah,325,Région linguistique allemande
Matteo,281,Matteo,281,Matteo,281,Région linguistique allemande
Liam,278,Liam,278,Liam,278,Région linguistique allemande
Leano,273,Leano,273,Leano,273,Région linguistique allemande
Lio,237,Lio,237,Lio,237,Région linguistique allemande
Leon,233,Leon,233,Leon,233,Région linguistique allemande
Luca,210,Luca,210,Luca,210,Région linguistique allemande
Leo,208,Leo,208,Leo,208,Région linguistique allemande
Elias,183,Elias,183,Elias,183,Région linguistique allemande
Ben,182,Ben,182,Ben,182,Région linguistique allemande
Nino,176,Nino,176,Nino,176,Région linguistique allemande
Levi,165,Levi,165,Levi,165,Région linguistique allemande
Luan,164,Luan,164,Luan,164,Région linguistique allemande
Elia,161,Elia,161,Elia,161,Région linguistique allemande
Theo,161,Theo,161,Theo,161,Région linguistique allemande
Nico,153,Nico,153,Nico,153,Région linguistique allemande
Malik,151,Malik,151,Malik,151,Région linguistique allemande
Louis,150,Louis,150,Louis,150,Région linguistique allemande
Lian,149,Lian,149,Lian,149,Région linguistique allemande
Livio,146,Livio,146,Livio,146,Région linguistique allemande
Finn,145,Finn,145,Finn,145,Région linguistique allemande
David,139,David,139,David,139,Région linguistique allemande
Levin,138,Levin,138,Levin,138,Région linguistique allemande
Aaron,135,Aaron,135,Aaron,135,Région linguistique allemande
Emil,133,Emil,133,Emil,133,Région linguistique allemande
Leandro,132,Leandro,132,Leandro,132,Région linguistique allemande
Mael,130,Mael,130,Mael,130,Région linguistique allemande
Mateo,130,Mateo,130,Mateo,130,Région linguistique allemande
Julian,129,Julian,129,Julian,129,Région linguistique allemande
Gabriel,125,Gabriel,125,Gabriel,125,Région linguistique allemande
Samuel,125,Samuel,125,Samuel,125,Région linguistique allemande
Nael,124,Nael,124,Nael,124,Région linguistique allemande
Elio,120,Elio,120,Elio,120,Région linguistique allemande
Kian,119,Kian,119,Kian,119,Région linguistique allemande
Leonardo,113,Leonardo,113,Leonardo,113,Région linguistique allemande
Dario,111,Dario,111,Dario,111,Région linguistique allemande
Laurin,111,Laurin,111,Laurin,111,Région linguistique allemande
Emilio,110,Emilio,110,Emilio,110,Région linguistique allemande
Alexander,107,Alexander,107,Alexander,107,Région linguistique allemande
Lino,107,Lino,107,Lino,107,Région linguistique allemande
Mattia,106,Mattia,106,Mattia,106,Région linguistique allemande
Noé,106,Noé,106,Noé,106,Région linguistique allemande
Enea,105,Enea,105,Enea,105,Région linguistique allemande
Max,105,Max,105,Max,105,Région linguistique allemande
Diego,103,Diego,103,Diego,103,Région linguistique allemande
Oliver,101,Oliver,101,Oliver,101,Région linguistique allemande
Tim,100,Tim,100,Tim,100,Région linguistique allemande
Felix,99,Felix,99,Felix,99,Région linguistique allemande
Gian,99,Gian,99,Gian,99,Région linguistique allemande
Milo,97,Milo,97,Milo,97,Région linguistique allemande
Nelio,97,Nelio,97,Nelio,97,Région linguistique allemande
Nevio,94,Nevio,94,Nevio,94,Région linguistique allemande
Mauro,93,Mauro,93,Mauro,93,Région linguistique allemande
Jonas,92,Jonas,92,Jonas,92,Région linguistique allemande
Fabio,91,Fabio,91,Fabio,91,Région linguistique allemande
Daniel,89,Daniel,89,Daniel,89,Région linguistique allemande
Henry,89,Henry,89,Henry,89,Région linguistique allemande
Luis,88,Luis,88,Luis,88,Région linguistique allemande
Rayan,87,Rayan,87,Rayan,87,Région linguistique allemande
Valentin,87,Valentin,87,Valentin,87,Région linguistique allemande
Adam,86,Adam,86,Adam,86,Région linguistique allemande
Lukas,86,Lukas,86,Lukas,86,Région linguistique allemande
Lionel,85,Lionel,85,Lionel,85,Région linguistique allemande
Luka,82,Luka,82,Luka,82,Région linguistique allemande
Noel,80,Noel,80,Noel,80,Région linguistique allemande
Robin,80,Robin,80,Robin,80,Région linguistique allemande
Jaro,79,Jaro,79,Jaro,79,Région linguistique allemande
Lars,78,Lars,78,Lars,78,Région linguistique allemande
Rafael,78,Rafael,78,Rafael,78,Région linguistique allemande
Timo,78,Timo,78,Timo,78,Région linguistique allemande
Andrin,77,Andrin,77,Andrin,77,Région linguistique allemande
Benjamin,77,Benjamin,77,Benjamin,77,Région linguistique allemande
Loris,76,Loris,76,Loris,76,Région linguistique allemande
Jan,75,Jan,75,Jan,75,Région linguistique allemande
Alessio,73,Alessio,73,Alessio,73,Région linguistique allemande
Adrian,69,Adrian,69,Adrian,69,Région linguistique allemande
Gino,69,Gino,69,Gino,69,Région linguistique allemande
Paul,69,Paul,69,Paul,69,Région linguistique allemande
Kilian,68,Kilian,68,Kilian,68,Région linguistique allemande
Aron,66,Aron,66,Aron,66,Région linguistique allemande
Jaron,65,Jaron,65,Jaron,65,Région linguistique allemande
Miro,65,Miro,65,Miro,65,Région linguistique allemande
Nils,65,Nils,65,Nils,65,Région linguistique allemande
Simon,64,Simon,64,Simon,64,Région linguistique allemande
Joel,63,Joel,63,Joel,63,Région linguistique allemande
Lenny,63,Lenny,63,Lenny,63,Région linguistique allemande
Linus,63,Linus,63,Linus,63,Région linguistique allemande
Louie,63,Louie,63,Louie,63,Région linguistique allemande
Aurel,62,Aurel,62,Aurel,62,Région linguistique allemande
Maximilian,62,Maximilian,62,Maximilian,62,Région linguistique allemande
Joshua,61,Joshua,61,Joshua,61,Région linguistique allemande
Jon,60,Jon,60,Jon,60,Région linguistique allemande
Aurelio,59,Aurelio,59,Aurelio,59,Région linguistique allemande
Nicolas,59,Nicolas,59,Nicolas,59,Région linguistique allemande
Lean,57,Lean,57,Lean,57,Région linguistique allemande
Fynn,55,Fynn,55,Fynn,55,Région linguistique allemande
Janis,55,Janis,55,Janis,55,Région linguistique allemande
Kiyan,55,Kiyan,55,Kiyan,55,Région linguistique allemande
Zayn,55,Zayn,55,Zayn,55,Région linguistique allemande
Lucas,54,Lucas,54,Lucas,54,Région linguistique allemande
