Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Mia,380,Mia,380,Mia,380,Suisse
Emma,368,Emma,368,Emma,368,Suisse
Sofia,352,Sofia,352,Sofia,352,Suisse
Emilia,310,Emilia,310,Emilia,310,Suisse
Elena,280,Elena,280,Elena,280,Suisse
Lina,260,Lina,260,Lina,260,Suisse
Olivia,258,Olivia,258,Olivia,258,Suisse
Lia,251,Lia,251,Lia,251,Suisse
Nora,237,Nora,237,Nora,237,Suisse
Mila,234,Mila,234,Mila,234,Suisse
Ella,210,Ella,210,Ella,210,Suisse
Lara,202,Lara,202,Lara,202,Suisse
Lena,201,Lena,201,Lena,201,Suisse
Lea,198,Lea,198,Lea,198,Suisse
Luna,194,Luna,194,Luna,194,Suisse
Malea,194,Malea,194,Malea,194,Suisse
Alice,188,Alice,188,Alice,188,Suisse
Yara,188,Yara,188,Yara,188,Suisse
Sophia,187,Sophia,187,Sophia,187,Suisse
Anna,186,Anna,186,Anna,186,Suisse
Valentina,186,Valentina,186,Valentina,186,Suisse
Nina,185,Nina,185,Nina,185,Suisse
Elina,182,Elina,182,Elina,182,Suisse
Alina,179,Alina,179,Alina,179,Suisse
Leonie,176,Leonie,176,Leonie,176,Suisse
Aurora,173,Aurora,173,Aurora,173,Suisse
Giulia,171,Giulia,171,Giulia,171,Suisse
Chiara,170,Chiara,170,Chiara,170,Suisse
Eva,164,Eva,164,Eva,164,Suisse
Laura,162,Laura,162,Laura,162,Suisse
Elin,160,Elin,160,Elin,160,Suisse
Julia,157,Julia,157,Julia,157,Suisse
Livia,156,Livia,156,Livia,156,Suisse
Amelia,153,Amelia,153,Amelia,153,Suisse
Emily,153,Emily,153,Emily,153,Suisse
Luana,151,Luana,151,Luana,151,Suisse
Sophie,147,Sophie,147,Sophie,147,Suisse
Alma,141,Alma,141,Alma,141,Suisse
Elisa,131,Elisa,131,Elisa,131,Suisse
Juna,129,Juna,129,Juna,129,Suisse
Maria,123,Maria,123,Maria,123,Suisse
Yuna,123,Yuna,123,Yuna,123,Suisse
Zoé,123,Zoé,123,Zoé,123,Suisse
Dua,120,Dua,120,Dua,120,Suisse
Sara,119,Sara,119,Sara,119,Suisse
Malia,116,Malia,116,Malia,116,Suisse
Clara,115,Clara,115,Clara,115,Suisse
Mara,114,Mara,114,Mara,114,Suisse
Ayla,113,Ayla,113,Ayla,113,Suisse
Lou,113,Lou,113,Lou,113,Suisse
Noemi,112,Noemi,112,Noemi,112,Suisse
Ava,111,Ava,111,Ava,111,Suisse
Inaya,111,Inaya,111,Inaya,111,Suisse
Jana,111,Jana,111,Jana,111,Suisse
Alba,109,Alba,109,Alba,109,Suisse
Hana,108,Hana,108,Hana,108,Suisse
Victoria,108,Victoria,108,Victoria,108,Suisse
Luisa,107,Luisa,107,Luisa,107,Suisse
Alea,106,Alea,106,Alea,106,Suisse
Leana,106,Leana,106,Leana,106,Suisse
Liana,106,Liana,106,Liana,106,Suisse
Mira,106,Mira,106,Mira,106,Suisse
Melina,105,Melina,105,Melina,105,Suisse
Zoe,104,Zoe,104,Zoe,104,Suisse
Lynn,103,Lynn,103,Lynn,103,Suisse
Fiona,99,Fiona,99,Fiona,99,Suisse
Hanna,99,Hanna,99,Hanna,99,Suisse
Elea,98,Elea,98,Elea,98,Suisse
Amélie,97,Amélie,97,Amélie,97,Suisse
Ronja,96,Ronja,96,Ronja,96,Suisse
Alessia,95,Alessia,95,Alessia,95,Suisse
Ellie,94,Ellie,94,Ellie,94,Suisse
Amelie,93,Amelie,93,Amelie,93,Suisse
Diana,93,Diana,93,Diana,93,Suisse
Chloé,89,Chloé,89,Chloé,89,Suisse
Amira,88,Amira,88,Amira,88,Suisse
Naomi,88,Naomi,88,Naomi,88,Suisse
Alicia,87,Alicia,87,Alicia,87,Suisse
Liv,87,Liv,87,Liv,87,Suisse
Lorena,87,Lorena,87,Lorena,87,Suisse
Charlotte,86,Charlotte,86,Charlotte,86,Suisse
Maya,85,Maya,85,Maya,85,Suisse
Noelia,84,Noelia,84,Noelia,84,Suisse
Amalia,82,Amalia,82,Amalia,82,Suisse
Amaya,82,Amaya,82,Amaya,82,Suisse
Melissa,82,Melissa,82,Melissa,82,Suisse
Aria,81,Aria,81,Aria,81,Suisse
Kiara,79,Kiara,79,Kiara,79,Suisse
Ariana,78,Ariana,78,Ariana,78,Suisse
Arya,77,Arya,77,Arya,77,Suisse
Louise,76,Louise,76,Louise,76,Suisse
Aurelia,74,Aurelia,74,Aurelia,74,Suisse
Lily,74,Lily,74,Lily,74,Suisse
Amina,72,Amina,72,Amina,72,Suisse
Julie,72,Julie,72,Julie,72,Suisse
Aline,71,Aline,71,Aline,71,Suisse
Iris,71,Iris,71,Iris,71,Suisse
Milena,71,Milena,71,Milena,71,Suisse
Stella,70,Stella,70,Stella,70,Suisse
Ida,69,Ida,69,Ida,69,Suisse
