Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Emma,124,Emma,124,Emma,124,Région linguistique française
Olivia,106,Olivia,106,Olivia,106,Région linguistique française
Eva,93,Eva,93,Eva,93,Région linguistique française
Alice,91,Alice,91,Alice,91,Région linguistique française
Sofia,84,Sofia,84,Sofia,84,Région linguistique française
Alma,80,Alma,80,Alma,80,Région linguistique française
Mia,75,Mia,75,Mia,75,Région linguistique française
Luna,69,Luna,69,Luna,69,Région linguistique française
Alba,67,Alba,67,Alba,67,Région linguistique française
Elena,65,Elena,65,Elena,65,Région linguistique française
Giulia,64,Giulia,64,Giulia,64,Région linguistique française
Chloé,63,Chloé,63,Chloé,63,Région linguistique française
Louise,60,Louise,60,Louise,60,Région linguistique française
Mathilde,56,Mathilde,56,Mathilde,56,Région linguistique française
Nora,54,Nora,54,Nora,54,Région linguistique française
Victoria,53,Victoria,53,Victoria,53,Région linguistique française
Zoé,52,Zoé,52,Zoé,52,Région linguistique française
Inaya,49,Inaya,49,Inaya,49,Région linguistique française
Clara,48,Clara,48,Clara,48,Région linguistique française
Jade,48,Jade,48,Jade,48,Région linguistique française
Lina,48,Lina,48,Lina,48,Région linguistique française
Nina,48,Nina,48,Nina,48,Région linguistique française
Julia,46,Julia,46,Julia,46,Région linguistique française
Lucie,46,Lucie,46,Lucie,46,Région linguistique française
Iris,45,Iris,45,Iris,45,Région linguistique française
Lara,45,Lara,45,Lara,45,Région linguistique française
Mila,45,Mila,45,Mila,45,Région linguistique française
Charlotte,44,Charlotte,44,Charlotte,44,Région linguistique française
Maria,43,Maria,43,Maria,43,Région linguistique française
Léa,42,Léa,42,Léa,42,Région linguistique française
Alix,41,Alix,41,Alix,41,Région linguistique française
Ayla,41,Ayla,41,Ayla,41,Région linguistique française
Alicia,40,Alicia,40,Alicia,40,Région linguistique française
Anna,40,Anna,40,Anna,40,Région linguistique française
Ella,39,Ella,39,Ella,39,Région linguistique française
Lena,38,Lena,38,Lena,38,Région linguistique française
Valentina,38,Valentina,38,Valentina,38,Région linguistique française
Charlie,37,Charlie,37,Charlie,37,Région linguistique française
Juliette,37,Juliette,37,Juliette,37,Région linguistique française
Rose,37,Rose,37,Rose,37,Région linguistique française
Lou,36,Lou,36,Lou,36,Région linguistique française
Maya,36,Maya,36,Maya,36,Région linguistique française
Ava,34,Ava,34,Ava,34,Région linguistique française
Adèle,33,Adèle,33,Adèle,33,Région linguistique française
Chiara,33,Chiara,33,Chiara,33,Région linguistique française
Kiara,33,Kiara,33,Kiara,33,Région linguistique française
Alya,32,Alya,32,Alya,32,Région linguistique française
Camille,32,Camille,32,Camille,32,Région linguistique française
Margaux,32,Margaux,32,Margaux,32,Région linguistique française
Emilie,31,Emilie,31,Emilie,31,Région linguistique française
Léna,31,Léna,31,Léna,31,Région linguistique française
Lia,30,Lia,30,Lia,30,Région linguistique française
Elise,29,Elise,29,Elise,29,Région linguistique française
Elisa,28,Elisa,28,Elisa,28,Région linguistique française
Agathe,27,Agathe,27,Agathe,27,Région linguistique française
Aya,27,Aya,27,Aya,27,Région linguistique française
Elina,27,Elina,27,Elina,27,Région linguistique française
Ellie,26,Ellie,26,Ellie,26,Région linguistique française
Lea,26,Lea,26,Lea,26,Région linguistique française
Leila,26,Leila,26,Leila,26,Région linguistique française
Lya,26,Lya,26,Lya,26,Région linguistique française
Lyana,26,Lyana,26,Lyana,26,Région linguistique française
Camila,25,Camila,25,Camila,25,Région linguistique française
Diana,25,Diana,25,Diana,25,Région linguistique française
Leonor,25,Leonor,25,Leonor,25,Région linguistique française
Livia,25,Livia,25,Livia,25,Région linguistique française
Amelia,24,Amelia,24,Amelia,24,Région linguistique française
Emilia,24,Emilia,24,Emilia,24,Région linguistique française
Inès,24,Inès,24,Inès,24,Région linguistique française
Lily,24,Lily,24,Lily,24,Région linguistique française
Liv,24,Liv,24,Liv,24,Région linguistique française
Léonie,24,Léonie,24,Léonie,24,Région linguistique française
Romy,24,Romy,24,Romy,24,Région linguistique française
Sienna,24,Sienna,24,Sienna,24,Région linguistique française
Eléonore,23,Eléonore,23,Eléonore,23,Région linguistique française
Luana,23,Luana,23,Luana,23,Région linguistique française
Naomi,23,Naomi,23,Naomi,23,Région linguistique française
Ariana,22,Ariana,22,Ariana,22,Région linguistique française
Elia,22,Elia,22,Elia,22,Région linguistique française
Lila,22,Lila,22,Lila,22,Région linguistique française
Sara,22,Sara,22,Sara,22,Région linguistique française
Théa,22,Théa,22,Théa,22,Région linguistique française
Ambre,21,Ambre,21,Ambre,21,Région linguistique française
Anaïs,21,Anaïs,21,Anaïs,21,Région linguistique française
Eline,21,Eline,21,Eline,21,Région linguistique française
Manon,21,Manon,21,Manon,21,Région linguistique française
Margot,21,Margot,21,Margot,21,Région linguistique française
Amélia,20,Amélia,20,Amélia,20,Région linguistique française
Charline,20,Charline,20,Charline,20,Région linguistique française
Matilde,20,Matilde,20,Matilde,20,Région linguistique française
Norah,20,Norah,20,Norah,20,Région linguistique française
Thaïs,20,Thaïs,20,Thaïs,20,Région linguistique française
Alessia,19,Alessia,19,Alessia,19,Région linguistique française
Amaya,19,Amaya,19,Amaya,19,Région linguistique française
Julie,19,Julie,19,Julie,19,Région linguistique française
Liana,19,Liana,19,Liana,19,Région linguistique française
Sophia,19,Sophia,19,Sophia,19,Région linguistique française
Sophie,19,Sophie,19,Sophie,19,Région linguistique française
Amalia,18,Amalia,18,Amalia,18,Région linguistique française
Amélie,18,Amélie,18,Amélie,18,Région linguistique française
