Rang,Prénom,Total,Rank,Vorname,Anzahl,Posto,Nome,Totale
1,Luca,22,1,Luca,22,1,Luca,22
1,Elio,22,1,Elio,22,1,Elio,22
3,Noah,21,3,Noah,21,3,Noah,21
4,Leano,20,4,Leano,20,4,Leano,20
5,Livio,17,5,Livio,17,5,Livio,17
6,Levi,16,6,Levi,16,6,Levi,16
6,Lian,16,6,Lian,16,6,Lian,16
6,Mael,16,6,Mael,16,6,Mael,16
6,Emil,16,6,Emil,16,6,Emil,16
10,Matteo,15,10,Matteo,15,10,Matteo,15
10,Nico,15,10,Nico,15,10,Nico,15
10,Emilio,15,10,Emilio,15,10,Emilio,15
13,Louis,14,13,Louis,14,13,Louis,14
13,Luan,14,13,Luan,14,13,Luan,14
13,Nino,14,13,Nino,14,13,Nino,14
13,Ben,14,13,Ben,14,13,Ben,14
17,Liam,13,17,Liam,13,17,Liam,13
17,Gabriel,13,17,Gabriel,13,17,Gabriel,13
17,David,13,17,David,13,17,David,13
17,Finn,13,17,Finn,13,17,Finn,13
17,Julian,13,17,Julian,13,17,Julian,13
17,Levin,13,17,Levin,13,17,Levin,13
23,Leon,12,23,Leon,12,23,Leon,12
23,Henry,12,23,Henry,12,23,Henry,12
23,Lino,12,23,Lino,12,23,Lino,12
23,Dario,12,23,Dario,12,23,Dario,12
23,Mauro,12,23,Mauro,12,23,Mauro,12
28,Lio,11,28,Lio,11,28,Lio,11
28,Elia,11,28,Elia,11,28,Elia,11
28,Theo,11,28,Theo,11,28,Theo,11
28,Lenny,11,28,Lenny,11,28,Lenny,11
28,Tim,11,28,Tim,11,28,Tim,11
28,Noe,11,28,Noe,11,28,Noe,11
34,Leo,10,34,Leo,10,34,Leo,10
34,Malik,10,34,Malik,10,34,Malik,10
34,Mateo,10,34,Mateo,10,34,Mateo,10
34,Leandro,10,34,Leandro,10,34,Leandro,10
34,Diego,10,34,Diego,10,34,Diego,10
34,Laurin,10,34,Laurin,10,34,Laurin,10
34,Nelio,10,34,Nelio,10,34,Nelio,10
34,Gino,10,34,Gino,10,34,Gino,10
42,Aaron,9,42,Aaron,9,42,Aaron,9
42,Milo,9,42,Milo,9,42,Milo,9
42,Noel,9,42,Noel,9,42,Noel,9
42,Valentin,9,42,Valentin,9,42,Valentin,9
42,Linus,9,42,Linus,9,42,Linus,9
42,Jan,9,42,Jan,9,42,Jan,9
42,Timo,9,42,Timo,9,42,Timo,9
42,Miro,9,42,Miro,9,42,Miro,9
42,Lars,9,42,Lars,9,42,Lars,9
51,Noé,8,51,Noé,8,51,Noé,8
51,Lionel,8,51,Lionel,8,51,Lionel,8
51,Janis,8,51,Janis,8,51,Janis,8
51,Jona,8,51,Jona,8,51,Jona,8
55,Elias,7,55,Elias,7,55,Elias,7
55,Leonardo,7,55,Leonardo,7,55,Leonardo,7
55,Samuel,7,55,Samuel,7,55,Samuel,7
55,Nael,7,55,Nael,7,55,Nael,7
55,Gian,7,55,Gian,7,55,Gian,7
55,Enzo,7,55,Enzo,7,55,Enzo,7
55,Jaro,7,55,Jaro,7,55,Jaro,7
55,Andrin,7,55,Andrin,7,55,Andrin,7
55,Romeo,7,55,Romeo,7,55,Romeo,7
55,Amar,7,55,Amar,7,55,Amar,7
55,Dylan,7,55,Dylan,7,55,Dylan,7
55,Alex,7,55,Alex,7,55,Alex,7
55,Ron,7,55,Ron,7,55,Ron,7
68,Alessio,6,68,Alessio,6,68,Alessio,6
68,Luka,6,68,Luka,6,68,Luka,6
68,Loris,6,68,Loris,6,68,Loris,6
68,Max,6,68,Max,6,68,Max,6
68,Luis,6,68,Luis,6,68,Luis,6
68,Alessandro,6,68,Alessandro,6,68,Alessandro,6
68,Santiago,6,68,Santiago,6,68,Santiago,6
68,Fabio,6,68,Fabio,6,68,Fabio,6
68,Nils,6,68,Nils,6,68,Nils,6
68,Arian,6,68,Arian,6,68,Arian,6
68,Aurel,6,68,Aurel,6,68,Aurel,6
68,Ilyas,6,68,Ilyas,6,68,Ilyas,6
68,Lean,6,68,Lean,6,68,Lean,6
68,Lorik,6,68,Lorik,6,68,Lorik,6
68,Ilay,6,68,Ilay,6,68,Ilay,6
68,Henri,6,68,Henri,6,68,Henri,6
84,Arthur,5,84,Arthur,5,84,Arthur,5
84,Mattia,5,84,Mattia,5,84,Mattia,5
84,Kian,5,84,Kian,5,84,Kian,5
84,Jonas,5,84,Jonas,5,84,Jonas,5
84,Nevio,5,84,Nevio,5,84,Nevio,5
84,Simon,5,84,Simon,5,84,Simon,5
84,Liano,5,84,Liano,5,84,Liano,5
84,Manuel,5,84,Manuel,5,84,Manuel,5
84,Maleo,5,84,Maleo,5,84,Maleo,5
84,Raphael,5,84,Raphael,5,84,Raphael,5
84,Carlo,5,84,Carlo,5,84,Carlo,5
84,Jonah,5,84,Jonah,5,84,Jonah,5
84,Dominik,5,84,Dominik,5,84,Dominik,5
84,Ivan,5,84,Ivan,5,84,Ivan,5
84,Lion,5,84,Lion,5,84,Lion,5
84,Lazar,5,84,Lazar,5,84,Lazar,5
84,Yaro,5,84,Yaro,5,84,Yaro,5
