Rang,Prénom,Total,Rank,Vorname,Anzahl,Posto,Nome,Totale
1,Gabriel,27,1,Gabriel,27,1,Gabriel,27
2,Noah,20,2,Noah,20,2,Noah,20
3,Arthur,19,3,Arthur,19,3,Arthur,19
4,Louis,16,4,Louis,16,4,Louis,16
5,Liam,15,5,Liam,15,5,Liam,15
5,Matteo,15,5,Matteo,15,5,Matteo,15
7,Nathan,14,7,Nathan,14,7,Nathan,14
7,Léo,14,7,Léo,14,7,Léo,14
9,Aaron,13,9,Aaron,13,9,Aaron,13
10,Leo,12,10,Leo,12,10,Leo,12
10,Nolan,12,10,Nolan,12,10,Nolan,12
12,Luca,11,12,Luca,11,12,Luca,11
12,Lucas,11,12,Lucas,11,12,Lucas,11
14,Enzo,10,14,Enzo,10,14,Enzo,10
14,Robin,10,14,Robin,10,14,Robin,10
14,Axel,10,14,Axel,10,14,Axel,10
17,Samuel,9,17,Samuel,9,17,Samuel,9
17,Maël,9,17,Maël,9,17,Maël,9
17,Lenny,9,17,Lenny,9,17,Lenny,9
17,Théo,9,17,Théo,9,17,Théo,9
17,Mathias,9,17,Mathias,9,17,Mathias,9
22,Elio,8,22,Elio,8,22,Elio,8
22,David,8,22,David,8,22,David,8
22,Noé,8,22,Noé,8,22,Noé,8
22,Milo,8,22,Milo,8,22,Milo,8
22,Emilio,8,22,Emilio,8,22,Emilio,8
22,Santiago,8,22,Santiago,8,22,Santiago,8
22,Alexis,8,22,Alexis,8,22,Alexis,8
29,Nino,7,29,Nino,7,29,Nino,7
29,Eden,7,29,Eden,7,29,Eden,7
29,Aylan,7,29,Aylan,7,29,Aylan,7
32,Leano,6,32,Leano,6,32,Leano,6
32,Elias,6,32,Elias,6,32,Elias,6
32,Luan,6,32,Luan,6,32,Luan,6
32,Diego,6,32,Diego,6,32,Diego,6
32,Rayan,6,32,Rayan,6,32,Rayan,6
32,Luka,6,32,Luka,6,32,Luka,6
32,Ethan,6,32,Ethan,6,32,Ethan,6
32,Simon,6,32,Simon,6,32,Simon,6
32,Thomas,6,32,Thomas,6,32,Thomas,6
32,Martin,6,32,Martin,6,32,Martin,6
32,Ayden,6,32,Ayden,6,32,Ayden,6
32,Dorian,6,32,Dorian,6,32,Dorian,6
44,Lio,5,44,Lio,5,44,Lio,5
44,Ben,5,44,Ben,5,44,Ben,5
44,Theo,5,44,Theo,5,44,Theo,5
44,Kian,5,44,Kian,5,44,Kian,5
44,Daniel,5,44,Daniel,5,44,Daniel,5
44,Max,5,44,Max,5,44,Max,5
44,Isaac,5,44,Isaac,5,44,Isaac,5
44,Nils,5,44,Nils,5,44,Nils,5
44,Jules,5,44,Jules,5,44,Jules,5
44,Aurel,5,44,Aurel,5,44,Aurel,5
44,Mathis,5,44,Mathis,5,44,Mathis,5
44,Noam,5,44,Noam,5,44,Noam,5
44,Tom,5,44,Tom,5,44,Tom,5
44,Eliott,5,44,Eliott,5,44,Eliott,5
44,Logan,5,44,Logan,5,44,Logan,5
44,Lourenço,5,44,Lourenço,5,44,Lourenço,5
44,Maé,5,44,Maé,5,44,Maé,5
61,Leonardo,4,61,Leonardo,4,61,Leonardo,4
61,Elia,4,61,Elia,4,61,Elia,4
61,Levi,4,61,Levi,4,61,Levi,4
61,Livio,4,61,Livio,4,61,Livio,4
61,Mateo,4,61,Mateo,4,61,Mateo,4
61,Finn,4,61,Finn,4,61,Finn,4
61,Mael,4,61,Mael,4,61,Mael,4
61,Tim,4,61,Tim,4,61,Tim,4
61,Alessio,4,61,Alessio,4,61,Alessio,4
61,Valentin,4,61,Valentin,4,61,Valentin,4
61,Benjamin,4,61,Benjamin,4,61,Benjamin,4
61,Adrian,4,61,Adrian,4,61,Adrian,4
61,Léon,4,61,Léon,4,61,Léon,4
61,Evan,4,61,Evan,4,61,Evan,4
61,Maximilian,4,61,Maximilian,4,61,Maximilian,4
61,Zayn,4,61,Zayn,4,61,Zayn,4
61,Victor,4,61,Victor,4,61,Victor,4
61,Dylan,4,61,Dylan,4,61,Dylan,4
61,Ennio,4,61,Ennio,4,61,Ennio,4
61,Yanis,4,61,Yanis,4,61,Yanis,4
61,Ali,4,61,Ali,4,61,Ali,4
61,Naël,4,61,Naël,4,61,Naël,4
61,Adriano,4,61,Adriano,4,61,Adriano,4
61,Antoine,4,61,Antoine,4,61,Antoine,4
61,Bryan,4,61,Bryan,4,61,Bryan,4
61,Jack,4,61,Jack,4,61,Jack,4
61,Owen,4,61,Owen,4,61,Owen,4
61,Malo,4,61,Malo,4,61,Malo,4
61,Mathéo,4,61,Mathéo,4,61,Mathéo,4
61,Emile,4,61,Emile,4,61,Emile,4
61,Basile,4,61,Basile,4,61,Basile,4
61,Clément,4,61,Clément,4,61,Clément,4
61,Quentin,4,61,Quentin,4,61,Quentin,4
61,Ezio,4,61,Ezio,4,61,Ezio,4
95,Leon,3,95,Leon,3,95,Leon,3
95,Malik,3,95,Malik,3,95,Malik,3
95,Nico,3,95,Nico,3,95,Nico,3
95,Julian,3,95,Julian,3,95,Julian,3
95,Enea,3,95,Enea,3,95,Enea,3
95,Nael,3,95,Nael,3,95,Nael,3
