Rang,Prénom,Total,Rank,Vorname,Anzahl,Posto,Nome,Totale
1,Noah,16,1,Noah,16,1,Noah,16
2,Samuel,12,2,Samuel,12,2,Samuel,12
3,Elio,9,3,Elio,9,3,Elio,9
3,Theo,9,3,Theo,9,3,Theo,9
5,Julian,8,5,Julian,8,5,Julian,8
6,Leo,7,6,Leo,7,6,Leo,7
6,Lucas,7,6,Lucas,7,6,Lucas,7
6,Paul,7,6,Paul,7,6,Paul,7
9,Matteo,6,9,Matteo,6,9,Matteo,6
9,Gabriel,6,9,Gabriel,6,9,Gabriel,6
9,Luca,6,9,Luca,6,9,Luca,6
9,Elias,6,9,Elias,6,9,Elias,6
9,Aaron,6,9,Aaron,6,9,Aaron,6
9,Elia,6,9,Elia,6,9,Elia,6
9,Adam,6,9,Adam,6,9,Adam,6
9,Theodor,6,9,Theodor,6,9,Theodor,6
17,Liam,5,17,Liam,5,17,Liam,5
17,Malik,5,17,Malik,5,17,Malik,5
17,Finn,5,17,Finn,5,17,Finn,5
17,Levin,5,17,Levin,5,17,Levin,5
17,Felix,5,17,Felix,5,17,Felix,5
22,Leon,4,22,Leon,4,22,Leon,4
22,Leonardo,4,22,Leonardo,4,22,Leonardo,4
22,Levi,4,22,Levi,4,22,Levi,4
22,Nico,4,22,Nico,4,22,Nico,4
22,Lian,4,22,Lian,4,22,Lian,4
22,Noé,4,22,Noé,4,22,Noé,4
22,Emil,4,22,Emil,4,22,Emil,4
22,Enea,4,22,Enea,4,22,Enea,4
22,Oliver,4,22,Oliver,4,22,Oliver,4
22,Milo,4,22,Milo,4,22,Milo,4
22,Rayan,4,22,Rayan,4,22,Rayan,4
22,Enzo,4,22,Enzo,4,22,Enzo,4
22,Max,4,22,Max,4,22,Max,4
22,Valentin,4,22,Valentin,4,22,Valentin,4
22,Lionel,4,22,Lionel,4,22,Lionel,4
22,Lorenzo,4,22,Lorenzo,4,22,Lorenzo,4
22,Timo,4,22,Timo,4,22,Timo,4
22,Maximilian,4,22,Maximilian,4,22,Maximilian,4
22,Zayn,4,22,Zayn,4,22,Zayn,4
22,Milan,4,22,Milan,4,22,Milan,4
22,Joel,4,22,Joel,4,22,Joel,4
22,Ennio,4,22,Ennio,4,22,Ennio,4
22,Marco,4,22,Marco,4,22,Marco,4
22,Jakob,4,22,Jakob,4,22,Jakob,4
22,Oskar,4,22,Oskar,4,22,Oskar,4
22,Lior,4,22,Lior,4,22,Lior,4
22,Luc,4,22,Luc,4,22,Luc,4
22,Leander,4,22,Leander,4,22,Leander,4
50,Lio,3,50,Lio,3,50,Lio,3
50,David,3,50,David,3,50,David,3
50,Leandro,3,50,Leandro,3,50,Leandro,3
50,Kian,3,50,Kian,3,50,Kian,3
50,Daniel,3,50,Daniel,3,50,Daniel,3
50,Tim,3,50,Tim,3,50,Tim,3
50,Jonas,3,50,Jonas,3,50,Jonas,3
50,Henry,3,50,Henry,3,50,Henry,3
50,Luis,3,50,Luis,3,50,Luis,3
50,Simon,3,50,Simon,3,50,Simon,3
50,Jan,3,50,Jan,3,50,Jan,3
50,Aurel,3,50,Aurel,3,50,Aurel,3
50,Kilian,3,50,Kilian,3,50,Kilian,3
50,Miro,3,50,Miro,3,50,Miro,3
50,Oscar,3,50,Oscar,3,50,Oscar,3
50,Vincent,3,50,Vincent,3,50,Vincent,3
50,Kiyan,3,50,Kiyan,3,50,Kiyan,3
50,Noar,3,50,Noar,3,50,Noar,3
50,Charlie,3,50,Charlie,3,50,Charlie,3
50,Antonio,3,50,Antonio,3,50,Antonio,3
50,Edoardo,3,50,Edoardo,3,50,Edoardo,3
50,Mats,3,50,Mats,3,50,Mats,3
50,Jona,3,50,Jona,3,50,Jona,3
50,Yuri,3,50,Yuri,3,50,Yuri,3
50,Anton,3,50,Anton,3,50,Anton,3
50,Elyas,3,50,Elyas,3,50,Elyas,3
50,Bruno,3,50,Bruno,3,50,Bruno,3
50,Mika,3,50,Mika,3,50,Mika,3
50,Muhammad,3,50,Muhammad,3,50,Muhammad,3
50,Mio,3,50,Mio,3,50,Mio,3
50,Bo,3,50,Bo,3,50,Bo,3
50,Georg,3,50,Georg,3,50,Georg,3
82,Leano,2,82,Leano,2,82,Leano,2
82,Nino,2,82,Nino,2,82,Nino,2
82,Ben,2,82,Ben,2,82,Ben,2
82,Luan,2,82,Luan,2,82,Luan,2
82,Livio,2,82,Livio,2,82,Livio,2
82,Mateo,2,82,Mateo,2,82,Mateo,2
82,Arthur,2,82,Arthur,2,82,Arthur,2
82,Diego,2,82,Diego,2,82,Diego,2
82,Nael,2,82,Nael,2,82,Nael,2
82,Emilio,2,82,Emilio,2,82,Emilio,2
82,Dario,2,82,Dario,2,82,Dario,2
82,Alessio,2,82,Alessio,2,82,Alessio,2
82,Laurin,2,82,Laurin,2,82,Laurin,2
82,Luka,2,82,Luka,2,82,Luka,2
82,Fabio,2,82,Fabio,2,82,Fabio,2
82,Lukas,2,82,Lukas,2,82,Lukas,2
82,Andrin,2,82,Andrin,2,82,Andrin,2
82,Nicolas,2,82,Nicolas,2,82,Nicolas,2
82,Aron,2,82,Aron,2,82,Aron,2
