Rang,Prénom,Total,Rank,Vorname,Anzahl,Posto,Nome,Totale
1,Noah,12,1,Noah,12,1,Noah,12
1,Théo,12,1,Théo,12,1,Théo,12
3,Rayan,10,3,Rayan,10,3,Rayan,10
3,Isaac,10,3,Isaac,10,3,Isaac,10
5,Ethan,8,5,Ethan,8,5,Ethan,8
5,Hugo,8,5,Hugo,8,5,Hugo,8
7,Matteo,7,7,Matteo,7,7,Matteo,7
7,Gabriel,7,7,Gabriel,7,7,Gabriel,7
7,Mattia,7,7,Mattia,7,7,Mattia,7
7,Jules,7,7,Jules,7,7,Jules,7
7,Sohan,7,7,Sohan,7,7,Sohan,7
12,Arthur,6,12,Arthur,6,12,Arthur,6
12,Diego,6,12,Diego,6,12,Diego,6
12,Enzo,6,12,Enzo,6,12,Enzo,6
12,Maël,6,12,Maël,6,12,Maël,6
12,Léo,6,12,Léo,6,12,Léo,6
12,William,6,12,William,6,12,William,6
18,Liam,5,18,Liam,5,18,Liam,5
18,Lucas,5,18,Lucas,5,18,Lucas,5
18,Eden,5,18,Eden,5,18,Eden,5
18,Noam,5,18,Noam,5,18,Noam,5
18,Gaspard,5,18,Gaspard,5,18,Gaspard,5
18,Owen,5,18,Owen,5,18,Owen,5
24,Aaron,4,24,Aaron,4,24,Aaron,4
24,Elio,4,24,Elio,4,24,Elio,4
24,Santiago,4,24,Santiago,4,24,Santiago,4
24,Evan,4,24,Evan,4,24,Evan,4
24,Colin,4,24,Colin,4,24,Colin,4
24,Thomas,4,24,Thomas,4,24,Thomas,4
24,Mathis,4,24,Mathis,4,24,Mathis,4
24,Raphaël,4,24,Raphaël,4,24,Raphaël,4
24,Logan,4,24,Logan,4,24,Logan,4
24,Emir,4,24,Emir,4,24,Emir,4
24,Lyam,4,24,Lyam,4,24,Lyam,4
24,Roman,4,24,Roman,4,24,Roman,4
24,Sacha,4,24,Sacha,4,24,Sacha,4
24,Ismaël,4,24,Ismaël,4,24,Ismaël,4
24,Kenzo,4,24,Kenzo,4,24,Kenzo,4
39,Luca,3,39,Luca,3,39,Luca,3
39,Elias,3,39,Elias,3,39,Elias,3
39,Leonardo,3,39,Leonardo,3,39,Leonardo,3
39,Samuel,3,39,Samuel,3,39,Samuel,3
39,David,3,39,David,3,39,David,3
39,Mateo,3,39,Mateo,3,39,Mateo,3
39,Adam,3,39,Adam,3,39,Adam,3
39,Julian,3,39,Julian,3,39,Julian,3
39,Noé,3,39,Noé,3,39,Noé,3
39,Milo,3,39,Milo,3,39,Milo,3
39,Robin,3,39,Robin,3,39,Robin,3
39,Benjamin,3,39,Benjamin,3,39,Benjamin,3
39,Lorenzo,3,39,Lorenzo,3,39,Lorenzo,3
39,James,3,39,James,3,39,James,3
39,Milan,3,39,Milan,3,39,Milan,3
39,Martin,3,39,Martin,3,39,Martin,3
39,Tiago,3,39,Tiago,3,39,Tiago,3
39,Ayan,3,39,Ayan,3,39,Ayan,3
39,Axel,3,39,Axel,3,39,Axel,3
39,Eliott,3,39,Eliott,3,39,Eliott,3
39,Ayden,3,39,Ayden,3,39,Ayden,3
39,Dorian,3,39,Dorian,3,39,Dorian,3
39,Noa,3,39,Noa,3,39,Noa,3
39,Imran,3,39,Imran,3,39,Imran,3
39,Ilyan,3,39,Ilyan,3,39,Ilyan,3
39,Émile,3,39,Émile,3,39,Émile,3
39,Roméo,3,39,Roméo,3,39,Roméo,3
39,Ulysse,3,39,Ulysse,3,39,Ulysse,3
39,Issa,3,39,Issa,3,39,Issa,3
39,Côme,3,39,Côme,3,39,Côme,3
39,Aurèle,3,39,Aurèle,3,39,Aurèle,3
39,Aksel,3,39,Aksel,3,39,Aksel,3
71,Leo,2,71,Leo,2,71,Leo,2
71,Nino,2,71,Nino,2,71,Nino,2
71,Livio,2,71,Livio,2,71,Livio,2
71,Leandro,2,71,Leandro,2,71,Leandro,2
71,Daniel,2,71,Daniel,2,71,Daniel,2
71,Emilio,2,71,Emilio,2,71,Emilio,2
71,Lino,2,71,Lino,2,71,Lino,2
71,Jonas,2,71,Jonas,2,71,Jonas,2
71,Lionel,2,71,Lionel,2,71,Lionel,2
71,Luis,2,71,Luis,2,71,Luis,2
71,Loris,2,71,Loris,2,71,Loris,2
71,Simon,2,71,Simon,2,71,Simon,2
71,Paul,2,71,Paul,2,71,Paul,2
71,Léon,2,71,Léon,2,71,Léon,2
71,Aron,2,71,Aron,2,71,Aron,2
71,Alessandro,2,71,Alessandro,2,71,Alessandro,2
71,Romeo,2,71,Romeo,2,71,Romeo,2
71,Jayden,2,71,Jayden,2,71,Jayden,2
71,Mathias,2,71,Mathias,2,71,Mathias,2
71,Valerio,2,71,Valerio,2,71,Valerio,2
71,Ilan,2,71,Ilan,2,71,Ilan,2
71,Kylian,2,71,Kylian,2,71,Kylian,2
71,Valentino,2,71,Valentino,2,71,Valentino,2
71,Ibrahim,2,71,Ibrahim,2,71,Ibrahim,2
71,Timéo,2,71,Timéo,2,71,Timéo,2
71,Kai,2,71,Kai,2,71,Kai,2
71,Adrien,2,71,Adrien,2,71,Adrien,2
71,Malo,2,71,Malo,2,71,Malo,2
71,Eli,2,71,Eli,2,71,Eli,2
71,Jordan,2,71,Jordan,2,71,Jordan,2
