Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Maria,27410,Maria,27410,Maria,27410,Région linguistique française
Marie,13433,Marie,13433,Marie,13433,Région linguistique française
Anne,7760,Anne,7760,Anne,7760,Région linguistique française
Catherine,7529,Catherine,7529,Catherine,7529,Région linguistique française
Nathalie,7427,Nathalie,7427,Nathalie,7427,Région linguistique française
Ana,7277,Ana,7277,Ana,7277,Région linguistique française
Isabelle,7066,Isabelle,7066,Isabelle,7066,Région linguistique française
Christine,6555,Christine,6555,Christine,6555,Région linguistique française
Sandra,6446,Sandra,6446,Sandra,6446,Région linguistique française
Nicole,6410,Nicole,6410,Nicole,6410,Région linguistique française
Françoise,6117,Françoise,6117,Françoise,6117,Région linguistique française
Monique,5770,Monique,5770,Monique,5770,Région linguistique française
Laura,5570,Laura,5570,Laura,5570,Région linguistique française
Sarah,5541,Sarah,5541,Sarah,5541,Région linguistique française
Patricia,5497,Patricia,5497,Patricia,5497,Région linguistique française
Sophie,5424,Sophie,5424,Sophie,5424,Région linguistique française
Jacqueline,5060,Jacqueline,5060,Jacqueline,5060,Région linguistique française
Valérie,5039,Valérie,5039,Valérie,5039,Région linguistique française
Céline,4933,Céline,4933,Céline,4933,Région linguistique française
Christiane,4888,Christiane,4888,Christiane,4888,Région linguistique française
Anna,4765,Anna,4765,Anna,4765,Région linguistique française
Véronique,4705,Véronique,4705,Véronique,4705,Région linguistique française
Chantal,4630,Chantal,4630,Chantal,4630,Région linguistique française
Stéphanie,4581,Stéphanie,4581,Stéphanie,4581,Région linguistique française
Caroline,4428,Caroline,4428,Caroline,4428,Région linguistique française
Sylvie,4308,Sylvie,4308,Sylvie,4308,Région linguistique française
Elisabeth,4129,Elisabeth,4129,Elisabeth,4129,Région linguistique française
Corinne,4125,Corinne,4125,Corinne,4125,Région linguistique française
Julie,4018,Julie,4018,Julie,4018,Région linguistique française
Martine,3937,Martine,3937,Martine,3937,Région linguistique française
Sara,3922,Sara,3922,Sara,3922,Région linguistique française
Emma,3915,Emma,3915,Emma,3915,Région linguistique française
Emilie,3833,Emilie,3833,Emilie,3833,Région linguistique française
Camille,3752,Camille,3752,Camille,3752,Région linguistique française
Marianne,3710,Marianne,3710,Marianne,3710,Région linguistique française
Jessica,3646,Jessica,3646,Jessica,3646,Région linguistique française
Laurence,3618,Laurence,3618,Laurence,3618,Région linguistique française
Fabienne,3608,Fabienne,3608,Fabienne,3608,Région linguistique française
Léa,3578,Léa,3578,Léa,3578,Région linguistique française
Mélanie,3575,Mélanie,3575,Mélanie,3575,Région linguistique française
Eva,3550,Eva,3550,Eva,3550,Région linguistique française
Alexandra,3453,Alexandra,3453,Alexandra,3453,Région linguistique française
Chloé,3421,Chloé,3421,Chloé,3421,Région linguistique française
Charlotte,3409,Charlotte,3409,Charlotte,3409,Région linguistique française
Sandrine,3396,Sandrine,3396,Sandrine,3396,Région linguistique française
Alice,3322,Alice,3322,Alice,3322,Région linguistique française
Claudine,3281,Claudine,3281,Claudine,3281,Région linguistique française
Florence,3168,Florence,3168,Florence,3168,Région linguistique française
Sonia,3095,Sonia,3095,Sonia,3095,Région linguistique française
Vanessa,3041,Vanessa,3041,Vanessa,3041,Région linguistique française
Dominique,3035,Dominique,3035,Dominique,3035,Région linguistique française
Nadia,3031,Nadia,3031,Nadia,3031,Région linguistique française
Lucie,2995,Lucie,2995,Lucie,2995,Région linguistique française
Myriam,2961,Myriam,2961,Myriam,2961,Région linguistique française
Denise,2903,Denise,2903,Denise,2903,Région linguistique française
Josiane,2894,Josiane,2894,Josiane,2894,Région linguistique française
Danielle,2872,Danielle,2872,Danielle,2872,Région linguistique française
Brigitte,2850,Brigitte,2850,Brigitte,2850,Région linguistique française
Carole,2681,Carole,2681,Carole,2681,Région linguistique française
Aurélie,2672,Aurélie,2672,Aurélie,2672,Région linguistique française
Eliane,2670,Eliane,2670,Eliane,2670,Région linguistique française
Elodie,2659,Elodie,2659,Elodie,2659,Région linguistique française
Madeleine,2657,Madeleine,2657,Madeleine,2657,Région linguistique française
Claire,2615,Claire,2615,Claire,2615,Région linguistique française
Liliane,2563,Liliane,2563,Liliane,2563,Région linguistique française
Elena,2543,Elena,2543,Elena,2543,Région linguistique française
Hélène,2517,Hélène,2517,Hélène,2517,Région linguistique française
Aline,2493,Aline,2493,Aline,2493,Région linguistique française
Sofia,2476,Sofia,2476,Sofia,2476,Région linguistique française
Béatrice,2460,Béatrice,2460,Béatrice,2460,Région linguistique française
Manon,2456,Manon,2456,Manon,2456,Région linguistique française
Pauline,2449,Pauline,2449,Pauline,2449,Région linguistique française
Claudia,2438,Claudia,2438,Claudia,2438,Région linguistique française
Elisa,2433,Elisa,2433,Elisa,2433,Région linguistique française
Michèle,2425,Michèle,2425,Michèle,2425,Région linguistique française
Diana,2396,Diana,2396,Diana,2396,Région linguistique française
Clara,2365,Clara,2365,Clara,2365,Région linguistique française
Lara,2359,Lara,2359,Lara,2359,Région linguistique française
Noémie,2344,Noémie,2344,Noémie,2344,Région linguistique française
Rosa,2325,Rosa,2325,Rosa,2325,Région linguistique française
Laetitia,2320,Laetitia,2320,Laetitia,2320,Région linguistique française
Fanny,2303,Fanny,2303,Fanny,2303,Région linguistique française
Olivia,2303,Olivia,2303,Olivia,2303,Région linguistique française
Daniela,2290,Daniela,2290,Daniela,2290,Région linguistique française
Julia,2284,Julia,2284,Julia,2284,Région linguistique française
Barbara,2283,Barbara,2283,Barbara,2283,Région linguistique française
Anne-Marie,2277,Anne-Marie,2277,Anne-Marie,2277,Région linguistique française
Virginie,2276,Virginie,2276,Virginie,2276,Région linguistique française
Mathilde,2248,Mathilde,2248,Mathilde,2248,Région linguistique française
