Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Noah,318,Noah,318,Noah,318,Région linguistique allemande
Matteo,282,Matteo,282,Matteo,282,Région linguistique allemande
Liam,280,Liam,280,Liam,280,Région linguistique allemande
Leano,273,Leano,273,Leano,273,Région linguistique allemande
Lio,239,Lio,239,Lio,239,Région linguistique allemande
Leon,229,Leon,229,Leon,229,Région linguistique allemande
Luca,210,Luca,210,Luca,210,Région linguistique allemande
Leo,207,Leo,207,Leo,207,Région linguistique allemande
Elias,184,Elias,184,Elias,184,Région linguistique allemande
Ben,181,Ben,181,Ben,181,Région linguistique allemande
Nino,178,Nino,178,Nino,178,Région linguistique allemande
Levi,162,Levi,162,Levi,162,Région linguistique allemande
Elia,161,Elia,161,Elia,161,Région linguistique allemande
Luan,160,Luan,160,Luan,160,Région linguistique allemande
Theo,159,Theo,159,Theo,159,Région linguistique allemande
Nico,153,Nico,153,Nico,153,Région linguistique allemande
Louis,148,Louis,148,Louis,148,Région linguistique allemande
Malik,148,Malik,148,Malik,148,Région linguistique allemande
Lian,147,Lian,147,Lian,147,Région linguistique allemande
Livio,146,Livio,146,Livio,146,Région linguistique allemande
Finn,145,Finn,145,Finn,145,Région linguistique allemande
Levin,137,Levin,137,Levin,137,Région linguistique allemande
Aaron,135,Aaron,135,Aaron,135,Région linguistique allemande
Emil,133,Emil,133,Emil,133,Région linguistique allemande
Gabriel,131,Gabriel,131,Gabriel,131,Région linguistique allemande
Leandro,131,Leandro,131,Leandro,131,Région linguistique allemande
David,130,David,130,David,130,Région linguistique allemande
Julian,129,Julian,129,Julian,129,Région linguistique allemande
Mael,128,Mael,128,Mael,128,Région linguistique allemande
Mateo,127,Mateo,127,Mateo,127,Région linguistique allemande
Samuel,125,Samuel,125,Samuel,125,Région linguistique allemande
Nael,121,Nael,121,Nael,121,Région linguistique allemande
Elio,118,Elio,118,Elio,118,Région linguistique allemande
Kian,115,Kian,115,Kian,115,Région linguistique allemande
Leonardo,112,Leonardo,112,Leonardo,112,Région linguistique allemande
Laurin,111,Laurin,111,Laurin,111,Région linguistique allemande
Dario,109,Dario,109,Dario,109,Région linguistique allemande
Emilio,108,Emilio,108,Emilio,108,Région linguistique allemande
Alexander,107,Alexander,107,Alexander,107,Région linguistique allemande
Mattia,107,Mattia,107,Mattia,107,Région linguistique allemande
