Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Maria,41808,Maria,41808,Maria,41808,Région linguistique allemande
Anna,32130,Anna,32130,Anna,32130,Région linguistique allemande
Ursula,31458,Ursula,31458,Ursula,31458,Région linguistique allemande
Monika,30037,Monika,30037,Monika,30037,Région linguistique allemande
Ruth,28632,Ruth,28632,Ruth,28632,Région linguistique allemande
Sandra,27436,Sandra,27436,Sandra,27436,Région linguistique allemande
Elisabeth,26541,Elisabeth,26541,Elisabeth,26541,Région linguistique allemande
Claudia,26366,Claudia,26366,Claudia,26366,Région linguistique allemande
Verena,25898,Verena,25898,Verena,25898,Région linguistique allemande
Andrea,25240,Andrea,25240,Andrea,25240,Région linguistique allemande
Barbara,24013,Barbara,24013,Barbara,24013,Région linguistique allemande
Silvia,22689,Silvia,22689,Silvia,22689,Région linguistique allemande
Nicole,22065,Nicole,22065,Nicole,22065,Région linguistique allemande
Daniela,21239,Daniela,21239,Daniela,21239,Région linguistique allemande
Karin,21125,Karin,21125,Karin,21125,Région linguistique allemande
Susanne,18820,Susanne,18820,Susanne,18820,Région linguistique allemande
Katharina,17633,Katharina,17633,Katharina,17633,Région linguistique allemande
Marianne,17556,Marianne,17556,Marianne,17556,Région linguistique allemande
Margrit,17490,Margrit,17490,Margrit,17490,Région linguistique allemande
Erika,17344,Erika,17344,Erika,17344,Région linguistique allemande
Brigitte,16781,Brigitte,16781,Brigitte,16781,Région linguistique allemande
Christine,16581,Christine,16581,Christine,16581,Région linguistique allemande
Esther,16359,Esther,16359,Esther,16359,Région linguistique allemande
Rita,16191,Rita,16191,Rita,16191,Région linguistique allemande
Rosmarie,15578,Rosmarie,15578,Rosmarie,15578,Région linguistique allemande
Anita,15534,Anita,15534,Anita,15534,Région linguistique allemande
Manuela,15463,Manuela,15463,Manuela,15463,Région linguistique allemande
Heidi,15437,Heidi,15437,Heidi,15437,Région linguistique allemande
Sarah,14968,Sarah,14968,Sarah,14968,Région linguistique allemande
Laura,14860,Laura,14860,Laura,14860,Région linguistique allemande
Sonja,14848,Sonja,14848,Sonja,14848,Région linguistique allemande
Beatrice,14691,Beatrice,14691,Beatrice,14691,Région linguistique allemande
Doris,14369,Doris,14369,Doris,14369,Région linguistique allemande
Franziska,13594,Franziska,13594,Franziska,13594,Région linguistique allemande
Yvonne,13388,Yvonne,13388,Yvonne,13388,Région linguistique allemande
Cornelia,13226,Cornelia,13226,Cornelia,13226,Région linguistique allemande
Julia,12999,Julia,12999,Julia,12999,Région linguistique allemande
Gabriela,12747,Gabriela,12747,Gabriela,12747,Région linguistique allemande
Irene,12710,Irene,12710,Irene,12710,Région linguistique allemande
Martina,12339,Martina,12339,Martina,12339,Région linguistique allemande
Melanie,12261,Melanie,12261,Melanie,12261,Région linguistique allemande
Sara,11733,Sara,11733,Sara,11733,Région linguistique allemande
Gertrud,11194,Gertrud,11194,Gertrud,11194,Région linguistique allemande
Sabrina,10710,Sabrina,10710,Sabrina,10710,Région linguistique allemande
Eva,10330,Eva,10330,Eva,10330,Région linguistique allemande
Nadine,10296,Nadine,10296,Nadine,10296,Région linguistique allemande
Edith,10278,Edith,10278,Edith,10278,Région linguistique allemande
Alexandra,10219,Alexandra,10219,Alexandra,10219,Région linguistique allemande
Lea,10147,Lea,10147,Lea,10147,Région linguistique allemande
Fabienne,10074,Fabienne,10074,Fabienne,10074,Région linguistique allemande
Rosa,10073,Rosa,10073,Rosa,10073,Région linguistique allemande
Regula,10012,Regula,10012,Regula,10012,Région linguistique allemande
Nina,9979,Nina,9979,Nina,9979,Région linguistique allemande
Tanja,9852,Tanja,9852,Tanja,9852,Région linguistique allemande
Angela,9655,Angela,9655,Angela,9655,Région linguistique allemande
Jasmin,9639,Jasmin,9639,Jasmin,9639,Région linguistique allemande
Marie,9535,Marie,9535,Marie,9535,Région linguistique allemande
Petra,9337,Petra,9337,Petra,9337,Région linguistique allemande
Elena,9289,Elena,9289,Elena,9289,Région linguistique allemande
