Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Gian,164,Gian,164,Gian,164,Région linguistique romanche
Martin,151,Martin,151,Martin,151,Région linguistique romanche
Christian,145,Christian,145,Christian,145,Région linguistique romanche
Gion,141,Gion,141,Gion,141,Région linguistique romanche
Daniel,129,Daniel,129,Daniel,129,Région linguistique romanche
Jon,121,Jon,121,Jon,121,Région linguistique romanche
Peter,113,Peter,113,Peter,113,Région linguistique romanche
Reto,110,Reto,110,Reto,110,Région linguistique romanche
Marco,99,Marco,99,Marco,99,Région linguistique romanche
Mario,97,Mario,97,Mario,97,Région linguistique romanche
Thomas,97,Thomas,97,Thomas,97,Région linguistique romanche
Claudio,90,Claudio,90,Claudio,90,Région linguistique romanche
Flurin,90,Flurin,90,Flurin,90,Région linguistique romanche
Simon,82,Simon,82,Simon,82,Région linguistique romanche
Hans,79,Hans,79,Hans,79,Région linguistique romanche
Werner,78,Werner,78,Werner,78,Région linguistique romanche
Manuel,76,Manuel,76,Manuel,76,Région linguistique romanche
Andri,72,Andri,72,Andri,72,Région linguistique romanche
Bruno,71,Bruno,71,Bruno,71,Région linguistique romanche
Paul,70,Paul,70,Paul,70,Région linguistique romanche
Andreas,69,Andreas,69,Andreas,69,Région linguistique romanche
Michael,69,Michael,69,Michael,69,Région linguistique romanche
Roman,69,Roman,69,Roman,69,Région linguistique romanche
Curdin,68,Curdin,68,Curdin,68,Région linguistique romanche
Sandro,68,Sandro,68,Sandro,68,Région linguistique romanche
Walter,68,Walter,68,Walter,68,Région linguistique romanche
Johann,66,Johann,66,Johann,66,Région linguistique romanche
Markus,65,Markus,65,Markus,65,Région linguistique romanche
Robert,65,Robert,65,Robert,65,Région linguistique romanche
Corsin,64,Corsin,64,Corsin,64,Région linguistique romanche
David,64,David,64,David,64,Région linguistique romanche
Giusep,64,Giusep,64,Giusep,64,Région linguistique romanche
Luca,64,Luca,64,Luca,64,Région linguistique romanche
Anton,63,Anton,63,Anton,63,Région linguistique romanche
Fabio,63,Fabio,63,Fabio,63,Région linguistique romanche
Adrian,62,Adrian,62,Adrian,62,Région linguistique romanche
Fadri,62,Fadri,62,Fadri,62,Région linguistique romanche
Roland,59,Roland,59,Roland,59,Région linguistique romanche
Urs,57,Urs,57,Urs,57,Région linguistique romanche
Dario,56,Dario,56,Dario,56,Région linguistique romanche
Fabian,55,Fabian,55,Fabian,55,Région linguistique romanche
Marcus,54,Marcus,54,Marcus,54,Région linguistique romanche
Silvio,54,Silvio,54,Silvio,54,Région linguistique romanche
Antonio,53,Antonio,53,Antonio,53,Région linguistique romanche
Marcel,53,Marcel,53,Marcel,53,Région linguistique romanche
Remo,53,Remo,53,Remo,53,Région linguistique romanche
Rudolf,53,Rudolf,53,Rudolf,53,Région linguistique romanche
Alfred,52,Alfred,52,Alfred,52,Région linguistique romanche
Guido,51,Guido,51,Guido,51,Région linguistique romanche
Livio,51,Livio,51,Livio,51,Région linguistique romanche
Duri,50,Duri,50,Duri,50,Région linguistique romanche
Jachen,49,Jachen,49,Jachen,49,Région linguistique romanche
Josef,49,Josef,49,Josef,49,Région linguistique romanche
Andrea,48,Andrea,48,Andrea,48,Région linguistique romanche
René,48,René,48,René,48,Région linguistique romanche
Stefan,48,Stefan,48,Stefan,48,Région linguistique romanche
Flavio,47,Flavio,47,Flavio,47,Région linguistique romanche
Arno,45,Arno,45,Arno,45,Région linguistique romanche
Beat,45,Beat,45,Beat,45,Région linguistique romanche
Lucas,45,Lucas,45,Lucas,45,Région linguistique romanche
Pius,45,Pius,45,Pius,45,Région linguistique romanche
Rico,44,Rico,44,Rico,44,Région linguistique romanche
