Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Damian,43,Damian,43,Damian,43,Région linguistique romanche
Patrick,42,Patrick,42,Patrick,42,Région linguistique romanche
Erwin,41,Erwin,41,Erwin,41,Région linguistique romanche
Georg,41,Georg,41,Georg,41,Région linguistique romanche
Severin,41,Severin,41,Severin,41,Région linguistique romanche
Albert,40,Albert,40,Albert,40,Région linguistique romanche
José,40,José,40,José,40,Région linguistique romanche
Mauro,40,Mauro,40,Mauro,40,Région linguistique romanche
Nico,40,Nico,40,Nico,40,Région linguistique romanche
Richard,40,Richard,40,Richard,40,Région linguistique romanche
Silvan,40,Silvan,40,Silvan,40,Région linguistique romanche
Florian,38,Florian,38,Florian,38,Région linguistique romanche
Jan,38,Jan,38,Jan,38,Région linguistique romanche
Linard,38,Linard,38,Linard,38,Région linguistique romanche
Alexander,37,Alexander,37,Alexander,37,Région linguistique romanche
Franz,37,Franz,37,Franz,37,Région linguistique romanche
Linus,37,Linus,37,Linus,37,Région linguistique romanche
Luis,37,Luis,37,Luis,37,Région linguistique romanche
Men,37,Men,37,Men,37,Région linguistique romanche
Alois,36,Alois,36,Alois,36,Région linguistique romanche
Laurin,36,Laurin,36,Laurin,36,Région linguistique romanche
Rafael,36,Rafael,36,Rafael,36,Région linguistique romanche
Armon,35,Armon,35,Armon,35,Région linguistique romanche
Marc,35,Marc,35,Marc,35,Région linguistique romanche
Meinrad,35,Meinrad,35,Meinrad,35,Région linguistique romanche
Samuel,35,Samuel,35,Samuel,35,Région linguistique romanche
Nino,34,Nino,34,Nino,34,Région linguistique romanche
Elia,33,Elia,33,Elia,33,Région linguistique romanche
Pascal,33,Pascal,33,Pascal,33,Région linguistique romanche
Ursin,33,Ursin,33,Ursin,33,Région linguistique romanche
Armin,32,Armin,32,Armin,32,Région linguistique romanche
Leo,32,Leo,32,Leo,32,Région linguistique romanche
Andrin,31,Andrin,31,Andrin,31,Région linguistique romanche
Mathias,31,Mathias,31,Mathias,31,Région linguistique romanche
Nicola,31,Nicola,31,Nicola,31,Région linguistique romanche
Diego,30,Diego,30,Diego,30,Région linguistique romanche
Gabriel,30,Gabriel,30,Gabriel,30,Région linguistique romanche
Ivan,30,Ivan,30,Ivan,30,Région linguistique romanche
